payment_id_PK,customer_id_FK,payment_method,date,amount
14710,616,bank card,25.03.2021 01:25 AM,24.0
14711,1382,bank card,25.03.2021 02:30 AM,24.0
14712,74,bank card,25.03.2021 04:17 AM,21.0
14713,169,from another phone,25.03.2021 04:18 AM,22.0
14714,1060,bank card,25.03.2021 04:51 AM,24.0
14715,1148,bank card,25.03.2021 04:52 AM,90.0
14716,232,bank card,25.03.2021 05:06 AM,21.0
14717,1117,bank card,25.03.2021 05:47 AM,15.0
14718,510,bank card,25.03.2021 06:22 AM,21.0
14719,983,bank card,25.03.2021 06:35 AM,23.0
14720,1241,bank card,25.03.2021 06:45 AM,15.0
14721,347,from terminal,25.03.2021 07:28 AM,27.0
14722,936,bank card,25.03.2021 07:52 AM,10.0
14723,941,from terminal,25.03.2021 07:55 AM,15.0
14724,416,bank card,25.03.2021 08:21 AM,23.0
14725,1034,from another phone,25.03.2021 08:38 AM,21.0
14726,1357,bank card,25.03.2021 09:05 AM,50.0
14727,1140,bank card,25.03.2021 09:54 AM,50.0
14728,769,bank card,25.03.2021 12:53 AM,24.0
14729,1241,from another phone,25.03.2021 01:33 PM,15.0
14730,1314,bank card,25.03.2021 02:02 PM,27.0
14731,56,from terminal,25.03.2021 03:32 PM,23.0
14732,718,from terminal,25.03.2021 03:59 PM,90.0
14733,10,bank card,25.03.2021 04:41 PM,28.0
14734,934,from terminal,25.03.2021 05:04 PM,22.0
14735,506,bank card,25.03.2021 05:26 PM,16.0
14736,1214,bank card,25.03.2021 07:20 PM,23.0
14737,122,from another phone,25.03.2021 08:43 PM,25.0
14738,634,bank card,25.03.2021 09:09 PM,22.0
14739,478,from terminal,25.03.2021 09:58 PM,50.0
14740,263,from terminal,25.03.2021 10:10 PM,26.0
14741,777,bank card,25.03.2021 11:28 PM,24.0
14742,1326,from terminal,25.03.2021 12:00 PM,50.0
14743,987,bank card,25.03.2021 12:33 PM,22.0
14744,1356,bank card,26.03.2021 02:38 AM,140.0
14745,1367,bank card,26.03.2021 03:17 AM,23.0
14746,1173,from another phone,26.03.2021 04:18 AM,20.0
14747,1021,from terminal,26.03.2021 04:34 AM,50.0
14748,473,bank card,26.03.2021 04:40 AM,90.0
14749,415,bank card,26.03.2021 05:07 AM,23.0
14750,856,from another phone,26.03.2021 08:05 AM,15.0
14751,562,bank card,26.03.2021 08:47 AM,22.0
14752,1020,from terminal,26.03.2021 10:53 AM,19.0
14753,248,bank card,26.03.2021 10:56 AM,27.0
14754,282,bank card,26.03.2021 12:19 AM,90.0
14755,330,bank card,26.03.2021 12:41 AM,20.0
14756,932,from terminal,26.03.2021 02:18 PM,50.0
14757,958,from terminal,26.03.2021 02:22 PM,22.0
14758,812,from terminal,26.03.2021 03:33 PM,50.0
14759,667,bank card,26.03.2021 04:08 PM,22.0
14760,1385,from terminal,26.03.2021 04:21 PM,23.0
14761,687,bank card,26.03.2021 04:56 PM,10.0
14762,717,bank card,26.03.2021 05:02 PM,23.0
14763,662,bank card,26.03.2021 05:28 PM,90.0
14764,179,bank card,26.03.2021 06:45 PM,24.0
14765,1179,bank card,26.03.2021 08:54 PM,26.0
14766,227,bank card,26.03.2021 09:41 PM,90.0
14767,872,bank card,26.03.2021 10:10 PM,90.0
14768,1167,from terminal,26.03.2021 11:34 PM,22.0
14769,637,from terminal,26.03.2021 12:05 PM,50.0
14770,1343,bank card,26.03.2021 12:34 PM,20.0
14771,82,bank card,27.03.2021 01:00 AM,19.0
14772,993,from another phone,27.03.2021 01:02 AM,15.0
14773,1225,bank card,27.03.2021 02:23 AM,15.0
14774,339,from terminal,27.03.2021 02:51 AM,22.0
14775,939,bank card,27.03.2021 03:10 AM,25.0
14776,426,from terminal,27.03.2021 03:54 AM,23.0
14777,150,from another phone,27.03.2021 05:07 AM,50.0
14778,1217,bank card,27.03.2021 05:13 AM,23.0
14779,635,bank card,27.03.2021 06:26 AM,25.0
14780,1242,from terminal,27.03.2021 06:33 AM,15.0
14781,915,bank card,27.03.2021 06:41 AM,21.0
14782,381,bank card,27.03.2021 06:48 AM,22.0
14783,1353,bank card,27.03.2021 07:40 AM,50.0
14784,1300,bank card,27.03.2021 07:45 AM,26.0
14785,1296,bank card,27.03.2021 08:17 AM,15.0
14786,1301,bank card,27.03.2021 09:05 AM,25.0
14787,687,from another phone,27.03.2021 09:20 AM,90.0
14788,180,from another phone,27.03.2021 09:47 AM,27.0
14789,1230,from another phone,27.03.2021 09:48 AM,140.0
14790,435,from another phone,27.03.2021 10:39 AM,15.0
14791,218,from another phone,27.03.2021 02:05 PM,90.0
14792,1234,bank card,27.03.2021 02:54 PM,10.0
14793,1180,from another phone,27.03.2021 03:07 PM,90.0
14794,1117,bank card,27.03.2021 04:50 PM,140.0
14795,1223,bank card,27.03.2021 06:56 PM,50.0
14796,1366,bank card,27.03.2021 07:45 PM,15.0
14797,1149,bank card,27.03.2021 08:50 PM,23.0
14798,34,bank card,27.03.2021 09:37 PM,15.0
14799,38,bank card,27.03.2021 09:42 PM,22.0
14800,167,bank card,27.03.2021 09:51 PM,50.0
14801,870,bank card,27.03.2021 09:53 PM,21.0
14802,596,bank card,27.03.2021 10:21 PM,25.0
14803,1250,from terminal,27.03.2021 10:52 PM,20.0
14804,331,from terminal,27.03.2021 12:24 PM,15.0
14805,481,bank card,28.03.2021 01:06 AM,23.0
14806,467,bank card,28.03.2021 01:14 AM,21.0
14807,28,bank card,28.03.2021 01:31 AM,20.0
14808,689,bank card,28.03.2021 03:45 AM,22.0
14809,650,bank card,28.03.2021 04:03 AM,23.0
14810,1317,bank card,28.03.2021 04:17 AM,24.0
14811,803,bank card,28.03.2021 04:46 AM,22.0
14812,1309,bank card,28.03.2021 07:00 AM,23.0
14813,714,bank card,28.03.2021 07:13 AM,29.0
14814,968,bank card,28.03.2021 08:32 AM,23.0
14815,1237,bank card,28.03.2021 10:58 AM,23.0
14816,1159,bank card,28.03.2021 11:48 AM,26.0
14817,1053,bank card,28.03.2021 12:18 AM,21.0
14818,961,bank card,28.03.2021 01:30 PM,22.0
14819,193,bank card,28.03.2021 01:31 PM,23.0
14820,606,bank card,28.03.2021 02:09 PM,23.0
14821,461,from another phone,28.03.2021 02:16 PM,21.0
14822,248,bank card,28.03.2021 03:15 PM,24.0
14823,245,bank card,28.03.2021 03:20 PM,10.0
14824,141,bank card,28.03.2021 04:01 PM,15.0
14825,731,bank card,28.03.2021 04:08 PM,50.0
14826,1368,bank card,28.03.2021 05:00 PM,90.0
14827,300,bank card,28.03.2021 06:08 PM,23.0
14828,156,bank card,28.03.2021 06:42 PM,20.0
14829,332,bank card,28.03.2021 06:47 PM,15.0
14830,498,bank card,28.03.2021 07:19 PM,23.0
14831,300,bank card,28.03.2021 08:13 PM,90.0
14832,883,bank card,28.03.2021 08:21 PM,50.0
14833,1376,bank card,28.03.2021 08:39 PM,25.0
14834,905,from terminal,28.03.2021 09:03 PM,22.0
14835,390,from terminal,28.03.2021 09:32 PM,50.0
14836,441,from terminal,28.03.2021 10:06 PM,25.0
14837,1317,from another phone,28.03.2021 10:32 PM,23.0
14838,125,bank card,28.03.2021 10:53 PM,21.0
14839,823,from terminal,28.03.2021 11:27 PM,23.0
14840,95,bank card,28.03.2021 11:28 PM,21.0
14841,1150,bank card,28.03.2021 11:41 PM,15.0
14842,594,from terminal,28.03.2021 11:45 PM,26.0
14843,77,bank card,28.03.2021 11:47 PM,23.0
14844,1074,bank card,28.03.2021 11:52 PM,23.0
14845,1148,from terminal,29.03.2021 01:25 AM,22.0
14846,92,bank card,29.03.2021 03:00 AM,22.0
14847,114,from terminal,29.03.2021 03:25 AM,90.0
14848,1122,bank card,29.03.2021 04:09 AM,140.0
14849,864,bank card,29.03.2021 06:24 AM,19.0
14850,536,from terminal,29.03.2021 06:43 AM,24.0
14851,697,from another phone,29.03.2021 08:07 AM,15.0
14852,394,from terminal,29.03.2021 08:27 AM,15.0
14853,795,bank card,29.03.2021 08:57 AM,15.0
14854,21,from terminal,29.03.2021 09:45 AM,50.0
14855,638,bank card,29.03.2021 09:46 AM,24.0
14856,1218,from another phone,29.03.2021 10:08 AM,21.0
14857,580,bank card,29.03.2021 11:52 AM,140.0
14858,1056,bank card,29.03.2021 12:15 AM,50.0
14859,954,bank card,29.03.2021 12:16 AM,15.0
14860,1229,bank card,29.03.2021 12:24 AM,15.0
14861,88,from terminal,29.03.2021 12:40 AM,20.0
14862,1233,bank card,29.03.2021 01:04 PM,20.0
14863,1359,bank card,29.03.2021 01:21 PM,22.0
14864,736,bank card,29.03.2021 01:34 PM,25.0
14865,921,bank card,29.03.2021 02:14 PM,25.0
14866,1006,bank card,29.03.2021 02:22 PM,20.0
14867,1340,from terminal,29.03.2021 02:51 PM,21.0
14868,819,bank card,29.03.2021 04:46 PM,24.0
14869,722,bank card,29.03.2021 05:50 PM,15.0
14870,611,bank card,29.03.2021 06:28 PM,24.0
14871,607,bank card,29.03.2021 06:39 PM,90.0
14872,1259,bank card,29.03.2021 06:59 PM,26.0
14873,551,from terminal,29.03.2021 07:25 PM,23.0
14874,1323,from terminal,29.03.2021 08:34 PM,22.0
14875,196,bank card,29.03.2021 08:42 PM,22.0
14876,390,bank card,29.03.2021 09:26 PM,23.0
14877,1040,bank card,29.03.2021 09:34 PM,20.0
14878,603,bank card,29.03.2021 09:34 PM,50.0
14879,857,bank card,29.03.2021 09:53 PM,10.0
14880,395,from another phone,29.03.2021 10:41 PM,25.0
14881,192,bank card,29.03.2021 11:14 PM,23.0
14882,372,bank card,29.03.2021 12:29 PM,25.0
14883,130,bank card,30.03.2021 01:18 AM,22.0
14884,1056,bank card,30.03.2021 01:29 AM,23.0
14885,398,bank card,30.03.2021 01:35 AM,50.0
14886,601,from another phone,30.03.2021 01:39 AM,90.0
14887,340,bank card,30.03.2021 02:43 AM,140.0
14888,1290,bank card,30.03.2021 02:50 AM,23.0
14889,1070,from another phone,30.03.2021 03:00 AM,21.0
14890,654,from terminal,30.03.2021 05:43 AM,140.0
14891,31,bank card,30.03.2021 06:47 AM,25.0
14892,1069,from terminal,30.03.2021 06:58 AM,23.0
14893,989,from terminal,30.03.2021 08:33 AM,23.0
14894,719,bank card,30.03.2021 08:38 AM,15.0
14895,722,bank card,30.03.2021 09:47 AM,24.0
14896,377,bank card,30.03.2021 10:47 AM,50.0
14897,1161,bank card,30.03.2021 11:08 AM,90.0
14898,1308,bank card,30.03.2021 11:56 AM,15.0
14899,383,bank card,30.03.2021 02:03 PM,19.0
14900,370,bank card,30.03.2021 05:43 PM,140.0
14901,205,from terminal,30.03.2021 06:39 PM,23.0
14902,1012,from another phone,30.03.2021 07:22 PM,18.0
14903,219,from terminal,30.03.2021 07:25 PM,25.0
14904,1083,bank card,30.03.2021 07:51 PM,21.0
14905,42,bank card,30.03.2021 08:12 PM,24.0
14906,164,from another phone,30.03.2021 10:10 PM,21.0
14907,1266,bank card,30.03.2021 11:05 PM,23.0
14908,133,bank card,30.03.2021 11:18 PM,20.0
14909,87,bank card,30.03.2021 11:41 PM,140.0
14910,198,bank card,30.03.2021 11:57 PM,25.0
14911,96,bank card,31.03.2021 02:32 AM,21.0
14912,198,bank card,31.03.2021 05:10 AM,20.0
14913,399,bank card,31.03.2021 05:11 AM,90.0
14914,40,from another phone,31.03.2021 07:31 AM,140.0
14915,1014,from terminal,31.03.2021 07:37 AM,17.0
14916,542,bank card,31.03.2021 08:39 AM,21.0
14917,1043,bank card,31.03.2021 08:52 AM,15.0
14918,1062,bank card,31.03.2021 08:58 AM,20.0
14919,1302,bank card,31.03.2021 09:07 AM,140.0
14920,1282,from another phone,31.03.2021 09:09 AM,20.0
14921,1385,bank card,31.03.2021 09:24 AM,25.0
14922,1084,from another phone,31.03.2021 10:39 AM,15.0
14923,182,from another phone,31.03.2021 12:12 AM,27.0
14924,1399,bank card,31.03.2021 12:21 AM,90.0
14925,1122,bank card,31.03.2021 12:30 AM,21.0
14926,674,bank card,31.03.2021 12:54 AM,10.0
14927,962,bank card,31.03.2021 01:33 PM,20.0
14928,114,bank card,31.03.2021 01:39 PM,22.0
14929,154,bank card,31.03.2021 02:25 PM,22.0
14930,558,bank card,31.03.2021 02:32 PM,15.0
14931,738,bank card,31.03.2021 02:40 PM,15.0
14932,589,bank card,31.03.2021 03:25 PM,50.0
14933,418,from terminal,31.03.2021 04:01 PM,24.0
14934,4,from terminal,31.03.2021 04:54 PM,50.0
14935,387,from terminal,31.03.2021 05:11 PM,15.0
14936,726,from terminal,31.03.2021 08:09 PM,21.0
14937,632,bank card,31.03.2021 09:37 PM,15.0
14938,34,bank card,31.03.2021 09:51 PM,50.0
14939,118,bank card,31.03.2021 10:58 PM,20.0
14940,574,bank card,31.03.2021 11:26 PM,25.0
14941,177,bank card,01.04.2021 01:36 AM,90.0
14942,621,bank card,01.04.2021 01:42 AM,25.0
14943,1195,bank card,01.04.2021 01:46 AM,50.0
14944,603,bank card,01.04.2021 03:14 AM,23.0
14945,1092,bank card,01.04.2021 03:16 AM,25.0
14946,382,from terminal,01.04.2021 04:54 AM,23.0
14947,329,from terminal,01.04.2021 05:47 AM,21.0
14948,1003,bank card,01.04.2021 06:23 AM,50.0
14949,672,from terminal,01.04.2021 08:27 AM,140.0
14950,666,bank card,01.04.2021 10:00 AM,21.0
14951,175,bank card,01.04.2021 10:03 AM,90.0
14952,1366,from terminal,01.04.2021 10:42 AM,15.0
14953,245,bank card,01.04.2021 11:31 AM,15.0
14954,727,bank card,01.04.2021 01:50 PM,90.0
14955,987,from another phone,01.04.2021 02:31 PM,50.0
14956,425,bank card,01.04.2021 02:42 PM,24.0
14957,153,bank card,01.04.2021 04:25 PM,90.0
14958,349,bank card,01.04.2021 05:53 PM,90.0
14959,344,bank card,01.04.2021 07:19 PM,18.0
14960,1397,bank card,01.04.2021 08:44 PM,20.0
14961,1382,from another phone,01.04.2021 09:13 PM,22.0
14962,1277,bank card,01.04.2021 10:24 PM,21.0
14963,368,bank card,01.04.2021 11:25 PM,140.0
14964,450,from terminal,01.04.2021 12:13 PM,26.0
14965,834,bank card,02.04.2021 01:24 AM,22.0
14966,970,from terminal,02.04.2021 01:43 AM,50.0
14967,807,bank card,02.04.2021 02:11 AM,20.0
14968,478,bank card,02.04.2021 02:15 AM,21.0
14969,58,bank card,02.04.2021 03:36 AM,50.0
14970,559,bank card,02.04.2021 05:17 AM,50.0
14971,1364,bank card,02.04.2021 06:46 AM,24.0
14972,1149,bank card,02.04.2021 07:04 AM,29.0
14973,1268,bank card,02.04.2021 07:40 AM,25.0
14974,906,bank card,02.04.2021 07:44 AM,23.0
14975,1272,bank card,02.04.2021 07:55 AM,19.0
14976,788,bank card,02.04.2021 09:53 AM,20.0
14977,315,from another phone,02.04.2021 10:17 AM,25.0
14978,1187,bank card,02.04.2021 10:36 AM,15.0
14979,769,bank card,02.04.2021 11:18 AM,10.0
14980,1193,bank card,02.04.2021 02:39 PM,50.0
14981,97,bank card,02.04.2021 03:04 PM,24.0
14982,637,bank card,02.04.2021 03:18 PM,25.0
14983,1088,bank card,02.04.2021 05:38 PM,50.0
14984,1040,bank card,02.04.2021 05:43 PM,140.0
14985,553,from terminal,02.04.2021 06:43 PM,23.0
14986,159,from terminal,02.04.2021 07:06 PM,90.0
14987,698,bank card,02.04.2021 07:54 PM,90.0
14988,1201,bank card,02.04.2021 09:54 PM,140.0
14989,1103,bank card,02.04.2021 11:45 PM,10.0
14990,1104,bank card,02.04.2021 12:48 PM,23.0
14991,1156,bank card,03.04.2021 01:07 AM,23.0
14992,410,bank card,03.04.2021 01:27 AM,22.0
14993,457,bank card,03.04.2021 04:35 AM,50.0
14994,7,bank card,03.04.2021 04:44 AM,24.0
14995,1268,from terminal,03.04.2021 05:17 AM,25.0
14996,332,from terminal,03.04.2021 05:25 AM,24.0
14997,734,bank card,03.04.2021 06:37 AM,15.0
14998,1306,bank card,03.04.2021 06:38 AM,21.0
14999,1003,bank card,03.04.2021 06:57 AM,24.0
15000,68,bank card,03.04.2021 07:29 AM,24.0
15001,265,bank card,03.04.2021 07:49 AM,25.0
15002,300,bank card,03.04.2021 08:29 AM,27.0
15003,1199,from another phone,03.04.2021 08:58 AM,22.0
15004,1111,bank card,03.04.2021 09:03 AM,50.0
15005,270,bank card,03.04.2021 09:04 AM,23.0
15006,451,bank card,03.04.2021 09:42 AM,23.0
15007,610,bank card,03.04.2021 11:14 AM,20.0
15008,114,bank card,03.04.2021 11:18 AM,26.0
15009,151,from terminal,03.04.2021 12:50 AM,26.0
15010,589,from another phone,03.04.2021 01:11 PM,26.0
15011,261,bank card,03.04.2021 01:15 PM,24.0
15012,1185,bank card,03.04.2021 01:42 PM,22.0
15013,213,from another phone,03.04.2021 02:00 PM,18.0
15014,1321,bank card,03.04.2021 02:04 PM,21.0
15015,1223,bank card,03.04.2021 03:16 PM,19.0
15016,507,from terminal,03.04.2021 03:40 PM,50.0
15017,882,bank card,03.04.2021 04:19 PM,24.0
15018,1266,bank card,03.04.2021 04:22 PM,24.0
15019,1179,bank card,03.04.2021 05:39 PM,21.0
15020,489,bank card,03.04.2021 05:55 PM,24.0
15021,407,bank card,03.04.2021 08:03 PM,50.0
15022,708,bank card,03.04.2021 08:36 PM,15.0
15023,144,bank card,03.04.2021 08:48 PM,15.0
15024,383,bank card,03.04.2021 10:12 PM,27.0
15025,1041,bank card,03.04.2021 10:48 PM,25.0
15026,1119,bank card,03.04.2021 10:56 PM,50.0
15027,565,bank card,03.04.2021 11:28 PM,27.0
15028,806,from another phone,04.04.2021 01:00 AM,25.0
15029,741,bank card,04.04.2021 01:45 AM,140.0
15030,1386,bank card,04.04.2021 04:24 AM,90.0
15031,727,bank card,04.04.2021 04:56 AM,22.0
15032,1132,bank card,04.04.2021 05:05 AM,15.0
15033,1189,from terminal,04.04.2021 05:40 AM,21.0
15034,277,bank card,04.04.2021 05:51 AM,18.0
15035,776,bank card,04.04.2021 06:55 AM,22.0
15036,103,bank card,04.04.2021 07:00 AM,19.0
15037,827,bank card,04.04.2021 07:11 AM,27.0
15038,418,bank card,04.04.2021 07:42 AM,23.0
15039,1172,from terminal,04.04.2021 08:07 AM,50.0
15040,1166,bank card,04.04.2021 08:20 AM,19.0
15041,635,from another phone,04.04.2021 08:48 AM,10.0
15042,1195,bank card,04.04.2021 09:05 AM,15.0
15043,1088,bank card,04.04.2021 09:44 AM,19.0
15044,1072,bank card,04.04.2021 10:46 AM,20.0
15045,436,bank card,04.04.2021 10:54 AM,15.0
15046,1374,bank card,04.04.2021 12:12 AM,27.0
15047,1155,bank card,04.04.2021 12:12 AM,25.0
15048,1057,bank card,04.04.2021 01:02 PM,19.0
15049,376,from another phone,04.04.2021 02:02 PM,22.0
15050,134,from terminal,04.04.2021 02:19 PM,25.0
15051,638,bank card,04.04.2021 04:28 PM,15.0
15052,534,bank card,04.04.2021 04:42 PM,50.0
15053,265,bank card,04.04.2021 05:24 PM,90.0
15054,1013,from another phone,04.04.2021 05:44 PM,50.0
15055,721,bank card,04.04.2021 06:11 PM,24.0
15056,656,from terminal,04.04.2021 07:43 PM,21.0
15057,1277,bank card,04.04.2021 08:17 PM,21.0
15058,47,from terminal,04.04.2021 08:19 PM,15.0
15059,685,from another phone,04.04.2021 08:49 PM,90.0
15060,837,from terminal,04.04.2021 09:18 PM,21.0
15061,1180,from another phone,04.04.2021 10:07 PM,24.0
15062,473,bank card,04.04.2021 10:18 PM,140.0
15063,315,bank card,04.04.2021 10:22 PM,90.0
15064,88,from another phone,04.04.2021 10:48 PM,29.0
15065,989,bank card,04.04.2021 11:14 PM,26.0
15066,798,bank card,04.04.2021 11:53 PM,15.0
15067,1306,from terminal,04.04.2021 11:54 PM,15.0
15068,701,bank card,05.04.2021 01:40 AM,17.0
15069,620,from terminal,05.04.2021 01:48 AM,10.0
15070,296,bank card,05.04.2021 04:18 AM,22.0
15071,1235,from terminal,05.04.2021 04:36 AM,50.0
15072,57,bank card,05.04.2021 05:01 AM,19.0
15073,1168,bank card,05.04.2021 05:04 AM,23.0
15074,14,bank card,05.04.2021 05:04 AM,22.0
15075,823,from terminal,05.04.2021 05:27 AM,25.0
15076,569,bank card,05.04.2021 05:55 AM,90.0
15077,455,from terminal,05.04.2021 06:18 AM,50.0
15078,583,bank card,05.04.2021 07:15 AM,21.0
15079,1191,bank card,05.04.2021 08:03 AM,24.0
15080,1192,bank card,05.04.2021 08:26 AM,50.0
15081,307,bank card,05.04.2021 08:44 AM,18.0
15082,930,bank card,05.04.2021 10:01 AM,19.0
15083,616,from another phone,05.04.2021 11:37 AM,140.0
15084,923,bank card,05.04.2021 11:41 AM,21.0
15085,814,bank card,05.04.2021 12:05 AM,15.0
15086,1248,bank card,05.04.2021 12:50 AM,140.0
15087,1324,from terminal,05.04.2021 01:12 PM,15.0
15088,706,bank card,05.04.2021 04:37 PM,21.0
15089,1182,bank card,05.04.2021 04:46 PM,23.0
15090,141,bank card,05.04.2021 04:54 PM,24.0
15091,1248,bank card,05.04.2021 05:01 PM,24.0
15092,71,bank card,05.04.2021 06:11 PM,15.0
15093,463,bank card,05.04.2021 06:36 PM,24.0
15094,764,bank card,05.04.2021 07:05 PM,20.0
15095,185,from terminal,05.04.2021 07:48 PM,24.0
15096,403,bank card,05.04.2021 09:16 PM,50.0
15097,1147,bank card,05.04.2021 09:16 PM,24.0
15098,1373,bank card,05.04.2021 09:21 PM,90.0
15099,567,bank card,05.04.2021 09:45 PM,22.0
15100,252,from another phone,05.04.2021 10:36 PM,24.0
15101,1269,from terminal,05.04.2021 10:53 PM,22.0
15102,915,from terminal,05.04.2021 10:56 PM,20.0
15103,658,bank card,05.04.2021 11:18 PM,90.0
15104,379,from terminal,05.04.2021 12:32 PM,24.0
15105,798,from another phone,05.04.2021 12:58 PM,50.0
15106,804,from terminal,06.04.2021 01:06 AM,23.0
15107,132,bank card,06.04.2021 01:22 AM,21.0
15108,1142,bank card,06.04.2021 01:32 AM,24.0
15109,1012,bank card,06.04.2021 01:49 AM,23.0
15110,737,from terminal,06.04.2021 03:20 AM,19.0
15111,373,bank card,06.04.2021 05:08 AM,15.0
15112,654,bank card,06.04.2021 07:18 AM,15.0
15113,775,bank card,06.04.2021 08:02 AM,22.0
15114,941,bank card,06.04.2021 09:32 AM,50.0
15115,94,from terminal,06.04.2021 09:34 AM,90.0
15116,252,bank card,06.04.2021 09:59 AM,19.0
15117,414,bank card,06.04.2021 12:33 AM,25.0
15118,289,bank card,06.04.2021 01:23 PM,23.0
15119,798,bank card,06.04.2021 02:14 PM,90.0
15120,975,from terminal,06.04.2021 02:24 PM,22.0
15121,1100,bank card,06.04.2021 02:30 PM,21.0
15122,124,bank card,06.04.2021 04:03 PM,19.0
15123,743,bank card,06.04.2021 04:26 PM,90.0
15124,501,bank card,06.04.2021 05:17 PM,21.0
15125,587,bank card,06.04.2021 07:22 PM,21.0
15126,118,bank card,06.04.2021 08:14 PM,15.0
15127,23,bank card,06.04.2021 08:29 PM,15.0
15128,1128,bank card,06.04.2021 08:34 PM,20.0
15129,1198,bank card,06.04.2021 08:44 PM,24.0
15130,65,bank card,06.04.2021 10:09 PM,20.0
15131,256,bank card,06.04.2021 11:09 PM,26.0
15132,1364,from terminal,06.04.2021 12:14 PM,24.0
15133,187,bank card,06.04.2021 12:40 PM,50.0
15134,1193,bank card,06.04.2021 12:59 PM,26.0
15135,428,bank card,07.04.2021 02:07 AM,20.0
15136,685,from terminal,07.04.2021 02:13 AM,15.0
15137,718,bank card,07.04.2021 02:24 AM,22.0
15138,509,bank card,07.04.2021 03:26 AM,22.0
15139,1033,from terminal,07.04.2021 03:40 AM,24.0
15140,624,from terminal,07.04.2021 03:48 AM,90.0
15141,479,bank card,07.04.2021 03:49 AM,23.0
15142,882,bank card,07.04.2021 04:19 AM,10.0
15143,433,bank card,07.04.2021 05:59 AM,23.0
15144,1291,bank card,07.04.2021 06:54 AM,15.0
15145,809,bank card,07.04.2021 08:02 AM,23.0
15146,479,bank card,07.04.2021 10:45 AM,15.0
15147,1125,bank card,07.04.2021 11:06 AM,20.0
15148,847,bank card,07.04.2021 11:43 AM,50.0
15149,346,bank card,07.04.2021 11:53 AM,90.0
15150,255,from terminal,07.04.2021 01:41 PM,90.0
15151,1114,bank card,07.04.2021 01:46 PM,15.0
15152,1019,bank card,07.04.2021 04:13 PM,15.0
15153,872,from terminal,07.04.2021 04:39 PM,26.0
15154,1023,bank card,07.04.2021 05:06 PM,50.0
15155,68,bank card,07.04.2021 07:02 PM,23.0
15156,1385,bank card,07.04.2021 07:29 PM,22.0
15157,68,from terminal,07.04.2021 09:16 PM,21.0
15158,677,bank card,07.04.2021 11:52 PM,22.0
15159,1183,bank card,07.04.2021 12:06 PM,50.0
15160,1137,bank card,08.04.2021 01:39 AM,15.0
15161,978,bank card,08.04.2021 02:03 AM,15.0
15162,1013,bank card,08.04.2021 02:09 AM,50.0
15163,1035,bank card,08.04.2021 02:19 AM,22.0
15164,810,bank card,08.04.2021 04:28 AM,10.0
15165,897,bank card,08.04.2021 05:47 AM,10.0
15166,165,from terminal,08.04.2021 06:06 AM,90.0
15167,536,bank card,08.04.2021 06:14 AM,50.0
15168,671,bank card,08.04.2021 06:41 AM,15.0
15169,563,bank card,08.04.2021 07:00 AM,17.0
15170,358,from another phone,08.04.2021 07:25 AM,20.0
15171,578,bank card,08.04.2021 11:17 AM,25.0
15172,40,from terminal,08.04.2021 12:05 AM,22.0
15173,601,from another phone,08.04.2021 12:15 AM,23.0
15174,1120,bank card,08.04.2021 12:21 AM,90.0
15175,551,bank card,08.04.2021 02:01 PM,25.0
15176,1119,bank card,08.04.2021 03:36 PM,23.0
15177,678,bank card,08.04.2021 04:18 PM,20.0
15178,787,from another phone,08.04.2021 06:02 PM,26.0
15179,1132,bank card,08.04.2021 07:42 PM,24.0
15180,1014,bank card,08.04.2021 07:57 PM,10.0
15181,1217,bank card,08.04.2021 08:30 PM,21.0
15182,1017,from another phone,08.04.2021 08:51 PM,24.0
15183,305,bank card,08.04.2021 09:00 PM,25.0
15184,664,bank card,08.04.2021 10:06 PM,20.0
15185,1058,bank card,08.04.2021 10:12 PM,20.0
15186,42,bank card,08.04.2021 10:17 PM,23.0
15187,662,bank card,08.04.2021 11:06 PM,90.0
15188,175,from terminal,08.04.2021 11:59 PM,20.0
15189,460,bank card,09.04.2021 01:04 AM,22.0
15190,398,bank card,09.04.2021 01:05 AM,24.0
15191,282,from terminal,09.04.2021 01:06 AM,50.0
15192,1031,bank card,09.04.2021 01:17 AM,24.0
15193,1228,from terminal,09.04.2021 01:26 AM,21.0
15194,1229,bank card,09.04.2021 01:47 AM,15.0
15195,525,bank card,09.04.2021 02:03 AM,90.0
15196,1,bank card,09.04.2021 02:47 AM,50.0
15197,478,bank card,09.04.2021 05:25 AM,23.0
15198,801,bank card,09.04.2021 05:32 AM,21.0
15199,1359,from another phone,09.04.2021 06:37 AM,22.0
15200,21,bank card,09.04.2021 06:54 AM,25.0
15201,257,from another phone,09.04.2021 07:25 AM,24.0
15202,1061,bank card,09.04.2021 08:09 AM,10.0
15203,630,bank card,09.04.2021 08:23 AM,27.0
15204,543,from another phone,09.04.2021 08:46 AM,23.0
15205,1007,bank card,09.04.2021 08:58 AM,15.0
15206,681,from another phone,09.04.2021 09:12 AM,22.0
15207,22,from another phone,09.04.2021 09:34 AM,50.0
15208,118,bank card,09.04.2021 10:46 AM,20.0
15209,332,bank card,09.04.2021 11:18 AM,23.0
15210,303,bank card,09.04.2021 01:10 PM,90.0
15211,656,bank card,09.04.2021 01:35 PM,22.0
15212,80,bank card,09.04.2021 01:45 PM,24.0
15213,485,bank card,09.04.2021 01:47 PM,50.0
15214,421,from another phone,09.04.2021 02:21 PM,50.0
15215,892,bank card,09.04.2021 02:42 PM,23.0
